0.0,false,0,0,bahamas
0.1,false,0,0,bahamas
0.2,false,0.2,0,bahamas
0.3,false,0.3,0,bahamas
0.4,false,0.4,0,bahamas
0.5,false,0,0,bahamas
0.6,false,0,0,bahamas
0.7,false,0,0,bahamas
0.8,false,0,0,bahamas
0.9,false,0,0,bahamas
1,false,0,0,bahamas
1.1,false,0,0,bahamas
1.2,false,0,0,bahamas
1.3,false,0,0,bahamas
1.4,false,0,0,bahamas
1.5,false,0,0,bahamas
1.6,false,0,0,bahamas
1.7,false,0,0,bahamas
1.8,false,0,0,bahamas
1.9,false,0,0,bahamas
2,false,0,0,bahamas
2.1,false,0,0,bahamas
2.2,false,0,0,bahamas
2.3,false,0,0,bahamas
2.4,false,0,0,bahamas
2.5,false,0,0,bahamas
2.6,false,0,0,bahamas
2.7,false,0,0,bahamas
2.8,false,0,0,bahamas
2.9,false,0,0,bahamas
3,false,0,0,bahamas
3.1,false,0,0,bahamas
3.2,false,0,0,bahamas
3.3,false,0,0,bahamas
3.4,false,0,0,bahamas
3.5,false,0,0,bahamas
3.6,false,0,0,bahamas
3.7,false,0,0,bahamas
3.8,false,0,0,bahamas
3.9,false,0,0,bahamas
4,false,0,0,bahamas
4.1,false,0,0,bahamas
4.2,false,0,0,bahamas
4.3,false,0,0,bahamas
4.4,false,0,0,bahamas
4.5,false,0,0,bahamas
4.6,false,0,0,bahamas
4.7,false,0,0,bahamas
4.8,false,0,0,bahamas
4.9,false,0,0,bahamas
5,false,0,0,bahamas
5.1,false,0,0,bahamas
5.2,false,0,0,bahamas
5.3,false,0,0,bahamas
5.4,false,0,0,bahamas
5.5,false,0,0,bahamas
5.6,false,0,0,bahamas
5.7,false,0,0,bahamas
5.8,false,0,0,bahamas
5.9,false,0,0,bahamas
6,false,0,0,bahamas
6.1,false,0,0,bahamas
6.2,false,0,0,bahamas
6.3,false,0,0,bahamas
6.4,false,0,0,bahamas
6.5,false,0,0,bahamas
6.6,false,0,0,bahamas
6.7,false,0,0,bahamas
6.8,false,0,0,bahamas
6.9,false,0,0,bahamas
7,false,0,0,bahamas
7.1,false,0,0,bahamas
7.2,false,0,0,bahamas
7.3,false,0,0,bahamas
7.4,false,0,0,bahamas
7.5,false,0,0,bahamas
7.6,false,0,0,bahamas
7.7,false,0,0,bahamas
7.8,false,0,0,bahamas
7.9,false,0,0,bahamas
8,true,0,0,bahamas
8.1,false,0,0,bahamas
8.2,false,0,0,bahamas
8.3,false,0,0,bahamas
8.4,false,0,0,bahamas
8.5,false,0,0,bahamas
8.6,false,0,0,bahamas
8.7,false,0,0,bahamas
8.8,false,0,0,bahamas
8.9,false,0,0,bahamas
9,false,0,0,bahamas
9.1,false,0,0,bahamas
9.2,false,0,0,bahamas
9.3,false,0,0,bahamas
9.4,false,0,0,bahamas
9.5,false,0,0,bahamas
9.6,false,0,0,bahamas
9.7,false,0,0,bahamas
9.8,false,0,0,bahamas
9.9,false,0,0,bahamas
10,false,0,35,bahamas
10.1,false,0,35,bahamas
10.2,false,0,35,bahamas
10.3,false,0,35,bahamas
10.4,false,0,35,bahamas
10.5,false,0,35,bahamas
10.6,false,0,35,bahamas
10.7,false,0,35,bahamas
10.8,false,0,35,bahamas
10.9,false,0,35,bahamas
11,false,0,35,bahamas
11.1,false,0,35,bahamas
11.2,false,0,35,bahamas
11.3,false,0,35,bahamas
11.4,false,0,35,bahamas
11.5,false,0,35,bahamas
11.6,false,0,35,bahamas
11.7,false,0,35,bahamas
11.8,false,0,35,bahamas
11.9,false,0,35,bahamas
12,false,0,35,halloj
12.1,false,0,35,bahamas
12.2,false,0,35,bahamas
12.3,false,0,35,bahamas
12.4,false,0,35,bahamas
